video_id,trending_date,title,channel_title,category_id,publish_time,views,likes,dislikes,comment_count,category_name
8vBjlhp73hU,2017-11-14,భార్య తో వెంకటేష్ ...Venkatesh Wife Neeraja At Samantha Naga Chaitanya Wedding Reception..Allu Arjun,Around Telugu,24,2017-11-13T05:00:32.000Z,154502,543,15,15,Entertainment
WPuhu6dYyQY,2017-11-14,"Baal Veer - बाल वीर - Episode 777 (Part 1) - 11th November, 2017",Sony PAL,43,2017-11-11T16:55:38.000Z,433053,938,298,119,
XjF2n3NaoSk,2017-11-14,Konchem Touch Lo Unte Chepta Season 3 - Rajasekhar and his Family Promo - Pradeep Machiraju,Pradeep Machiraju,22,2017-11-10T05:04:00.000Z,1025941,6019,234,280,People & Blogs
ozZ8HpIBsGw,2017-11-14,Mersal - A minute of Aalaporaan Thamizhan | Vijay | A R Rahman | Atlee,Sony Music India,10,2017-11-10T11:30:01.000Z,1449239,120289,3108,3296,Music
TuOBfQRXwhQ,2017-11-14,"13 नवम्बर से इन 9 राशि वालों का खुलेगा किस्मत का ताला, कहीं आप की राशि तो नहीं इन में से एक जानिए",Brijnaari Sumi,22,2017-11-12T09:36:50.000Z,109594,790,189,145,People & Blogs
xjFKfAudCOo,2017-11-14,"Aruvi - Official Teaser | Arun Prabu | Bindhu Malini, Vedanth | Dream Warrior Pictures",Dream Warrior Pictures,1,2017-11-09T11:31:14.000Z,696515,12397,449,385,Film & Animation
RWTutjJA1I4,2017-11-14,Elephant hit man in Facebook live,Manorama News,25,2017-11-13T04:45:05.000Z,93662,33,5,10,News & Politics
7BUEKSFwk7Q,2017-11-14,"Mission IAS 2018 : 13 November, 2017 The Hindu Daily Editorial Discussion",only ias,27,2017-11-13T03:13:24.000Z,23114,0,0,0,Education
KskjXRkmJW4,2017-11-14,നമ്മുടെ ദിവ്യ ഉണ്ണിയെ ഓർമ്മയുണ്ടോ? ഇപ്പോൾ കണ്ടാൽ ഞെട്ടും | Malayalam Actress Divya Unni,a2z Media,24,2017-11-13T09:45:18.000Z,90826,104,85,20,Entertainment
Ny_-eMpu95Q,2017-11-14,பாகுபலி ஸ்டைலில் ஏற முயன்றவரை யானை தூக்கி வீசும் காட்சி,Polimer News,25,2017-11-13T11:53:16.000Z,52312,547,25,59,News & Politics
EU-y4Y7khJU,2017-11-14,Bithiri Sathi Turns Brand Ambassador For Chicken | Teenmaar News | V6 News,V6 News Telugu,25,2017-11-11T16:20:17.000Z,357019,2487,219,326,News & Politics
AHWTbKVpukU,2017-11-14,Fun Bucket | 106th Episode | Funny Videos | Harsha Annavarapu | Comedy Web Series,TeluguOne,23,2017-11-11T15:06:12.000Z,162637,1302,228,408,Comedy
U3xLOo-CNwo,2017-11-14,12 Weird Ways To Sneak Food Into Class / Back To School Pranks,Troom Troom,26,2017-11-12T15:00:05.000Z,3153224,28450,2285,3312,Howto & Style
Mwn4zdD51Kc,2017-11-14,18 नवम्बर शनि अमावस्या ज़रा सा सरसों का तेल चमका देगा किस्मत इतना आयेगा पैसा की संभाल नही पाओगे उपाय,Magical Nuskhe,26,2017-11-13T05:23:30.000Z,74888,663,71,14,Howto & Style
gWZwfjfgwGs,2017-11-14,"Indrajith Official Trailer | Gautham Karthik, Ashrita Shetty, Sonarika | KP | Kalaaprabhu",Think Music India,10,2017-11-10T13:28:26.000Z,544102,13384,438,409,Music
K6JyjjNnTlg,2017-11-14,இவ்வளவு சொத்து எப்படி வந்துச்சு ? NAKKHEERAN GOPAL Exclusive Interview about Sasikala & Family,NewsGlitz - Next Generation Tamil News Channel,25,2017-11-13T13:01:24.000Z,114466,1580,163,255,News & Politics
pw3iSkTRJWw,2017-11-14,Kuladheivam SUN TV Episode - 771 (13-11-17),THIRU TV,24,2017-11-13T14:30:00.000Z,117022,466,135,24,Entertainment
Jwa0Qh1muyA,2017-11-14,రిసెప్షన్ లో సమంత వేసుకున్న డ్రెస్ ఎన్ని లక్షల్లో తెలిస్తే షాక్ | Samantha Dress Cost,Tollywood Nagar,24,2017-11-13T04:12:58.000Z,58019,87,31,0,Entertainment
g7BHnHzwOVo,2017-11-14,10 Years Old - Pyar Ho Jayega Prank on Girls by Kid | Prank In India | The HunGama Films,The HunGama Films - Ab Mauj Legi Dilli,24,2017-11-13T04:30:00.000Z,263844,9983,677,514,Entertainment
SVc0gV3pWC0,2017-11-14,Haq Se Qarib Qarib Singlle - featuring Irrfan Khan.,Zakir Khan,22,2017-11-09T10:28:36.000Z,1353040,53866,1111,2232,People & Blogs
PVyuSPi0brM,2017-11-14,सुबह-सुबह अजवाइन का पानी 4 दिन पीने के बाद आप खुद चौकन्ने हो जायेंगे// Ayurved Samadhan,Ayurved Samadhan,26,2017-11-13T09:31:37.000Z,24700,360,30,13,Howto & Style
sOwXjFMy17Y,2017-11-14,నవంబర్ 13   (చివరి కార్తిక సోమవారం) ఇది ఒక్కటి తింటే  దీపం దానం చేసినంత పుణ్యం మరియు అదృష్టం,local telugu,22,2017-11-13T03:59:37.000Z,55523,220,41,5,People & Blogs
r0wnuv1X1Z0,2017-11-14,"Samantha , Naga Chaitanya Wedding Reception held in Hyderabad",ETV Telangana,25,2017-11-12T16:35:59.000Z,24276,1,1,1,News & Politics
WZIsINLpDcA,2017-11-14,வள்ளி | Valli | Sun TV | Tamil Serial | Episode 1425 Promo,Saregama TVShows,24,2017-11-13T06:05:04.000Z,58675,226,23,30,Entertainment
KPSK2qOPvuU,2017-11-14,Mooli Gajar ka mix Achaar । सर्दियों के लिये खास गाजर मूली का अचार । Gaazar Muli Pickle,Nisha Madhulika,26,2017-11-13T05:18:42.000Z,73579,2095,84,547,Howto & Style
XU6iH5LHwDw,2017-11-14,హిజ్రాల నుంచి ఈ వస్తువు తీసుకుంటే మీ జీవితం మారిపోతుంది | Change Your Life | Mana Telugu,Mana Telugu,22,2017-11-12T04:30:00.000Z,65054,349,28,0,People & Blogs
4f20l8mdBh0,2017-11-14,Ramaleela Success Trailer | Dileep | Arun Gopy | Mulakkuppadam Films,Mulakuppadam Films,24,2017-11-11T10:30:00.000Z,132421,3509,89,294,Entertainment
SDG5U00mS_U,2017-11-14,Snippets From The IBPS PO/CLERK SEMINAR By ADDA247 Video Team,Adda247 :Official Channel of BankersAdda & SSCAdda,27,2017-11-13T07:58:05.000Z,12790,234,22,46,Education
5zHIyadCwwE,2017-11-14,"Tech Talks #346 - Moto X4, BharatNet II, iPhone X FaceID, Indigo Laptop Smoke, Rubber Electricity",Technical Guruji,28,2017-11-13T16:58:20.000Z,153384,29321,750,1787,Science & Technology
ZJaR1RPrvkA,2017-11-14,खेसारी लाल के जिंदगी की 15 अनसुनी कहानी  || Bhojpuri Hero Khesari Lal Yadav 15 Real Story,Bhojpuri Tube,24,2017-11-11T07:09:11.000Z,218178,1373,214,118,Entertainment
Uf_rqW2yTgs,2017-11-14,Rana Having Fun With Samantha Naga Chaitanya @Naga Chaitanya and Samantha Reception #9Roses Media,9Roses Media,24,2017-11-12T18:41:39.000Z,75843,55,35,4,Entertainment
3QsBs8JM3sM,2017-11-14,"Half Boil | Web Series - Episode 7 | Gopi,Sudhakar,Javith | Madras Central",Madras Central,24,2017-11-10T11:36:01.000Z,868921,34242,1317,4604,Entertainment
2Vv-BfVoq4g,2017-11-14,Ed Sheeran - Perfect (Official Music Video),Ed Sheeran,10,2017-11-09T11:04:14.000Z,33523622,1634126,21082,85067,Music
hJ6nM40tuKQ,2017-11-14,ലൈവിൽ വന്നു ഭാരിയക്ക്‌  പാട്ടു പാടി കൊടുത്തു ചാക്കോച്ചൻ.!!! ക്ലൈമാക്സ്‌ മിസ്സ്‌ ആക്കല്ലേ... !!!,Malayalam Media,24,2017-11-13T01:53:12.000Z,209606,3739,118,245,Entertainment
3BF-iAMjciE,2017-11-14,मृत अनिकेत कोथळेंच्या मुलीचा आर्त सवाल,ZEE 24 TAAS,25,2017-11-12T08:12:19.000Z,37616,17,0,5,News & Politics
_Qh5u5U9h80,2017-11-14,Uppum Mulakum│Flowers│EP# 473,Flowers Comedy,24,2017-11-11T08:44:35.000Z,482839,3978,248,848,Entertainment
6I2yAoxBRtI,2017-11-14,Virgin Woman Diaries | Season FINALE | Web Series | Kabir Sadanand | FrogsLehren | HD,Frogs Lehren,1,2017-11-13T05:30:00.000Z,181117,3218,222,517,Film & Animation
u84lPMD6UaE,2017-11-14,Samantha Hilarious Comedy with Vennala Kishore and sai Dharam Tej | NewsMax Telugu,NewsMax,24,2017-11-10T20:00:04.000Z,146859,421,52,5,Entertainment
qgasli1u-Ag,2017-11-14,AUNTY KI GHANTI PART 2 | FULL MUSIC VIDEO,Mallika,23,2017-11-11T08:34:08.000Z,108414,3771,5349,2491,Comedy
hDUel4MX-Fw,2017-11-14,13 November 2017-The Hindu Editorial News Paper Analysis- [UPSC/SSC/IBPS] Current affairs,Study IQ education,27,2017-11-13T03:12:33.000Z,47352,2240,31,543,Education
tA-cUlv-3Z8,2017-11-14,(11/11/2017) Kelvikkenna Bathil | Exclusive Interview with Former Finance Minister P.Chidambaram,Thanthi TV,25,2017-11-11T16:57:20.000Z,202926,2057,244,896,News & Politics
tzlF8oZd2BU,2017-11-14,"engagement काका कुमाणसी का सगाई में भिजोल ,राजस्थानी हरयाणवी कॉमेडी",Murari Ki Kocktail,1,2017-11-11T11:35:45.000Z,269593,3931,390,640,Film & Animation
t_vpgs7aDco,2017-11-14,Real Fight Between Hero Rajendra Prasad and Victory Venkatesh,Tollywood Mirapakai,24,2017-11-13T04:45:33.000Z,19567,171,28,204,Entertainment
zOOmEDwPJX0,2017-11-14,Jannat (Full Song) Aatish - Latest Punjabi Song 2017 - New Punjabi Songs 2017 - WHM,White Hill Music,10,2017-11-11T12:02:09.000Z,2348107,32834,710,1743,Music
F9Fd3AUaOC4,2017-11-14,Funny Salesmen Everywhere || Hyderabadi Comedy || Warangal Diaries,Warangal Diaries,23,2017-11-12T07:51:27.000Z,68808,4664,99,760,Comedy
Svdb9YT86vc,2017-11-14,వీళ్ళేమో టాప్ విలన్స్ కానీ వీళ్ళ భార్య లు టాప్ హీరోయిన్స్ | 6 Tollywood Villains Wives | Gossip Adda,Gossip Adda,24,2017-11-11T08:43:52.000Z,109580,391,73,18,Entertainment
_bNrVP6CCfs,2017-11-14,Aramm - Aram Movie Review - Nayantharaa - Tamil Talkies,Tamil Talkies,24,2017-11-10T20:45:14.000Z,308394,5415,1833,568,Entertainment
h6Z9mmSNJcw,2017-11-14,মাত্র ১ ফোটা ব্যবহারে লিঙ্গ ২ ঘন্টা দাড়িয়ে থাকবে ষ্টিলের মতো-How To Make Healthy Leech Oil At Home,Health Tips - Hakim Bari,26,2017-11-11T06:50:54.000Z,298998,1260,371,0,Howto & Style
FBzjw0yPup0,2017-11-14,dayyam pattindi  | comedy | my village show,My Village Show,23,2017-11-10T08:51:25.000Z,748248,18891,1001,2078,Comedy
A_XgvSkbCvM,2017-11-14,ചാക്കോച്ചൻ ഇത്ര മനോഹരമായി പാടുമെന്ന് കരുതിയില്ല | Kunchacko Boban singing a cute song for his wife,Cinemakkaryam,24,2017-11-13T02:03:35.000Z,17006,287,2,11,Entertainment
uzcHSrzwp9I,2017-11-14,விக்ரம் மனைவி பற்றி பலரும் அறியாத உண்மைகள் | Tamil Cinema News | Kollywood News | Latest Seithigal,TamilCrowd,24,2017-11-11T05:52:41.000Z,377572,1717,170,55,Entertainment
B6IxqP9z9XE,2017-11-14,லட்சுமி கதையும் அதன் விமர்சனமும் | Lakshmi - Short Film Real Story | TPEXC_15,Tamil Pokkisham,24,2017-11-11T10:34:02.000Z,134307,1762,104,437,Entertainment
BwIw80nybkU,2017-11-14,Weekly Reliv | Taarak Mehta Ka Ooltah Chashmah |06th November to 10th November 2017| Ep 2331 to 2335,SAB TV,24,2017-11-11T14:43:46.000Z,277839,1167,162,87,Entertainment
7RGnOALpYCk,2017-11-14,Durga | Full Ep 913 11th Nov 2017 | Odia Serial - TarangTV,Tarang TV,24,2017-11-11T16:59:54.000Z,85165,244,41,16,Entertainment
Rhq6uJkoy_o,2017-11-14,काला जादू करने वाले पर वापिस कैसे करें ।। How To BackFire Of Black Magic ।। Om Namoh Narayan,Om Namoh Narayan,27,2017-11-11T10:30:09.000Z,69426,1112,125,0,Education
PBuCqgA7u5w,2017-11-14,Abhishek Bachchan Lashes Out As Paparazzi Click Aishwarya Rai Bachchan In A Wrong Light,Business Of Cinema,24,2017-11-08T11:34:35.000Z,2664065,2351,4169,883,Entertainment
xnvlaasnhHg,2017-11-14,Varun Tej And Rana Dagubati Making Fun With Samantha In #ChaySam Wedding Reception | Film Jalsa,Film Jalsa,24,2017-11-12T15:55:41.000Z,16825,31,12,2,Entertainment
JsZ2yyIXOSE,2017-11-14,விவேக்கிற்கு இத்தனை சொத்துகளா?..  | விவேக்கிற்கு பணத்தால கண்டம்- வீடியோ,Oneindia Tamil | ஒன்இந்தியா தமிழ்,25,2017-11-11T08:47:41.000Z,84097,352,44,47,News & Politics
1wqsTGkFHoE,2017-11-14,"इन 7 राशियों की चमकेगी किस्मत,गुरु का होगा उदय, 10 november 2017",Anokhe totke,22,2017-11-09T12:45:02.000Z,367797,2254,605,0,People & Blogs
_fJSu5naKX4,2017-11-14,Naa Peru Meenakshi | 11th November 2017 | Full Episode No 876 | ETV Telugu,etvteluguindia,24,2017-11-11T16:40:07.000Z,315154,842,219,183,Entertainment
3FxCSn3d1f4,2017-11-14,আতঙ্কের রাত by Sasthipada Chattopadhyay (NEW GOLPO) SUNDAY SUSPENSE,SUNDAY SUSPENSE,24,2017-11-12T07:29:50.000Z,26675,540,21,75,Entertainment
0Gf19Rue4zA,2017-11-14,Customer vs Shopkeeper | WTF | WHAT THE FUKREY,What The Fukrey,24,2017-11-11T13:00:01.000Z,185537,7629,734,607,Entertainment
cRxYTelqWOg,2017-11-14,జగన్ యాత్రలో ఈ పరికరాల పనేంటి? |YS Jagan's Padayatra,political bench,25,2017-11-12T08:54:46.000Z,66463,622,50,28,News & Politics
puBq9Z5TpEw,2017-11-14,Tamil Cinema Real Sisters | Tamil Cinema News | Kollywood News,SOUTH FDFS,22,2017-11-12T18:23:33.000Z,36092,106,58,3,People & Blogs
BhZx-ZEz0_Y,2017-11-14,നടി ദിവ്യ ഉണ്ണി കെട്ടിയോനെ ഉപേക്ഷിച്ചിട്ട് ഇപ്പോഴത്തെ പണി കണ്ടോ  | Actress Divya Unni,First Show,24,2017-11-12T13:32:05.000Z,35431,51,32,9,Entertainment
bDDZLQw8Wb4,2017-11-14,Vamsam - வம்சம் | Tamil Serial | Sun TV |  Epi 1332 | 11/11/2017 | Vision Time,VisionTimeTamil,24,2017-11-11T16:00:02.000Z,182209,970,152,107,Entertainment
deKWUn7r-_8,2017-11-14,600சொத்துக்கள் 5நாளில் பெயர்மாற்றம்:பரோல் வீண் இல்லை 600Assets Replaced in 5Days:Parol is not  waste,Video121,25,2017-11-11T17:47:17.000Z,59708,151,37,11,News & Politics
AL1RsbakLx4,2017-11-14,Bigg Boss 11: Priyank Sharma To Be ARRESTED From The Bigg Boss House? | Filmibeat,FilmiBeat,24,2017-11-11T07:04:54.000Z,249737,1303,483,411,Entertainment
xNfzGWB34b4,2017-11-14,ഓട്ടോ ഡ്രൈവർമാർ ഒരു വശം ചെരിഞ്ഞിരിക്കുന്നതിന്റെ കാരണം കണ്ടു പിടിച്ചു |new|asianet|news|malayalam|tod,citizen journalist,24,2017-11-13T02:37:43.000Z,23082,31,12,7,Entertainment
